,location,total_sqft,bath,price,bhk
587,Thanisandra,1296.0,2.0,83.0,2
588,Kaggadasapura,1275.0,2.0,52.0,2
589,Kathriguppe,1400.0,2.0,77.0,3
590,Gottigere,1222.0,2.0,63.0,2
591,Electronic City,940.0,2.0,41.0,2
592,Thanisandra,1185.0,2.0,42.6,2
593,Tumkur Road,1779.0,3.0,112.0,3
594,Begur Road,1615.0,3.0,59.76,3
595,Haralur Road,1056.0,2.0,61.0,2
596,7th Phase JP Nagar,1100.0,2.0,46.0,2
597,Arekere,920.0,2.0,40.0,2
598,Other,1602.0,2.0,75.0,3
599,Padmanabhanagar,1176.0,2.0,62.0,2
600,Kasavanhalli,1717.0,3.0,99.0,3
601,Bhoganhalli,2119.0,4.0,111.0,4
602,Vittasandra,1246.0,2.0,67.3,2
603,Anandapura,1141.0,2.0,42.79,2
604,Hennur Road,1157.0,2.0,84.0,2
605,Yelahanka New Town,650.0,1.0,33.0,1
606,Hebbal,1349.0,2.0,98.0,2
607,Narayanapura,1566.0,3.0,83.3,3
608,Sahakara Nagar,2830.0,3.0,195.0,4
609,Other,1780.0,3.0,84.83,3
610,Varthur,1091.0,2.0,34.9,2
611,7th Phase JP Nagar,918.0,2.0,50.49,2
612,Yeshwanthpur,1950.0,4.0,130.0,4
613,Panathur,1695.0,3.0,90.0,3
614,Yelahanka,1705.0,3.0,95.0,3
615,Kalyan nagar,1375.0,3.0,75.0,3
616,Kanakpura Road,525.0,1.0,30.0,1
617,Whitefield,1447.0,2.0,83.0,2
618,Thanisandra,1114.0,2.0,39.0,2
619,7th Phase JP Nagar,1450.0,2.0,100.0,3
620,Vasanthapura,1022.0,2.0,40.0,2
621,Hebbal,1000.0,2.0,45.0,2
622,Electronic City,1128.0,2.0,68.75,2
623,Kanakpura Road,1180.0,2.0,57.0,2
624,Kanakpura Road,1339.0,2.0,75.0,2
625,Yelachenahalli,1400.0,2.0,55.0,3
626,7th Phase JP Nagar,1040.0,2.0,39.52,2
627,Kadugodi,1198.0,2.0,58.0,2
628,Other,1200.0,3.0,95.0,4
629,Sarjapur  Road,1691.0,3.0,113.0,3
630,Bisuvanahalli,1075.0,3.0,36.0,3
631,8th Phase JP Nagar,1240.0,3.0,43.5,3
632,Bannerghatta Road,1122.5,2.0,58.935,2
633,Mallasandra,1665.0,3.0,86.58,3
634,Marathahalli,2489.0,3.0,94.0,3
635,Brookefield,1142.0,2.0,70.0,2
636,Kothannur,1853.0,3.0,82.0,3
637,Kasturi Nagar,1567.0,2.0,92.0,2
638,Electronics City Phase 1,1175.0,2.0,51.47,2
639,Subramanyapura,1200.0,2.0,52.0,2
640,Kodichikkanahalli,995.0,2.0,41.0,2
641,Magadi Road,884.0,2.0,41.1,2
642,Yeshwanthpur,1170.0,2.0,57.0,2
643,KR Puram,1225.0,2.0,46.55,2
644,Electronic City,1342.0,2.0,73.3,2
645,Uttarahalli,1345.0,2.0,67.0,2
646,Kodigehaali,1320.0,3.0,65.0,3
647,Other,1276.0,2.0,45.0,2
648,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
649,Battarahalli,1300.0,2.0,50.0,2
650,Hosa Road,1652.0,3.0,85.0,3
651,Arekere,1740.0,2.0,95.0,3
652,Electronic City,1360.0,2.0,71.0,3
653,Hosur Road,1145.0,2.0,60.0,3
654,Sarjapur  Road,1278.0,2.0,95.0,2
655,Electronic City Phase II,630.0,1.0,40.0,1
656,Kanakpura Road,1100.0,3.0,58.0,3
657,Other,1200.0,3.0,95.0,3
658,Hosur Road,3300.0,5.0,240.0,5
659,Gunjur,1356.0,2.0,66.0,3
660,Other,823.0,2.0,28.0,2
661,TC Palaya,1200.0,2.0,66.0,3
662,Ramamurthy Nagar,1050.0,2.0,37.0,2
663,Other,1180.0,2.0,69.0,2
664,Whitefield,1116.0,2.0,51.91,2
665,7th Phase JP Nagar,1070.0,2.0,42.79,2
666,Varthur,1385.0,2.0,80.0,2
667,Varthur,1000.0,1.0,70.0,1
668,Whitefield,1897.0,3.0,130.0,3
669,Magadi Road,1005.0,2.0,55.78,2
670,Subramanyapura,975.0,2.0,65.0,2
671,Hennur Road,1904.0,3.0,120.0,3
672,Kengeri Satellite Town,930.0,1.0,30.0,1
673,Kanakpura Road,525.0,1.0,26.0,1
674,Sarjapur  Road,2238.0,3.0,140.0,3
675,Harlur,1174.0,2.0,69.0,2
676,Thubarahalli,3800.0,4.0,239.0,4
677,Whitefield,2225.0,2.0,125.0,3
678,Jigani,918.0,2.0,52.0,2
679,Mahadevpura,1250.0,2.0,52.0,2
680,Sarjapur  Road,1800.0,3.0,110.0,3
681,Marathahalli,1170.0,2.0,53.0,2
682,Bannerghatta Road,793.0,2.0,45.0,2
683,Jakkur,1710.0,3.0,107.0,3
684,Kambipura,1082.0,2.0,57.5,3
685,Other,1001.0,2.0,33.03,2
686,Yelahanka,1590.0,2.0,54.0,3
687,Other,2400.0,2.0,80.0,3
688,Horamavu Banaswadi,1554.0,3.0,55.0,3
689,Thanisandra,1142.5,2.0,43.415,2
690,Konanakunte,884.0,1.0,58.0,2
691,Marathahalli,1019.0,2.0,49.86,2
692,Uttarahalli,1135.0,2.0,39.73,3
693,Kasavanhalli,1799.0,3.0,90.0,3
694,Whitefield,4348.5,2.0,304.0,4
695,Kundalahalli,1047.0,2.0,82.0,2
696,Other,1282.0,2.0,87.0,2
697,NGR Layout,1020.0,2.0,45.9,2
698,Whitefield,1495.0,2.0,79.5,2
699,Kasavanhalli,3260.0,4.0,240.0,4
700,Other,1611.0,2.0,64.44,3
701,Other,1500.0,2.0,95.0,3
702,Sahakara Nagar,1500.0,2.0,95.0,3
703,Uttarahalli,1540.0,3.0,50.0,3
704,Hosa Road,1639.0,3.0,80.0,3
705,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
706,Brookefield,1440.0,2.0,68.0,3
707,Seegehalli,901.0,2.0,35.14,2
708,Sarjapur,900.0,2.0,42.0,3
709,BEML Layout,1060.0,2.0,55.0,2
710,NGR Layout,1020.0,2.0,48.45,2
711,Varthur,1535.0,3.0,65.99,3
712,Other,530.0,1.0,20.0,1
713,Haralur Road,1464.0,3.0,56.0,3
714,Other,1350.0,2.0,80.0,2
715,Sarjapur  Road,1115.0,2.0,50.0,2
716,Uttarahalli,1175.0,2.0,47.0,2
717,Whitefield,1113.0,2.0,62.0,2
718,Giri Nagar,650.0,2.0,42.0,2
719,Marathahalli,1325.0,2.0,71.55,2
720,Electronics City Phase 1,950.0,2.0,31.0,2
721,Jakkur,1396.0,2.0,86.51,3
722,Rachenahalli,1050.0,2.0,52.07,2
723,Thanisandra,1825.0,3.0,100.0,3
724,7th Phase JP Nagar,1190.0,2.0,49.98,2
725,Marathahalli,1220.0,2.0,56.5,2
726,NRI Layout,1565.0,2.0,75.0,3
727,Hennur Road,1891.0,3.0,109.0,3
728,Other,900.0,2.0,27.0,2
729,Hosa Road,1161.0,2.0,55.15,2
730,Yeshwanthpur,665.0,1.0,36.85,1
731,Mysore Road,1175.0,2.0,73.5,2
732,Hoodi,1425.0,2.0,80.0,2
733,ITPL,1200.0,3.0,56.12,3
734,Somasundara Palya,1255.0,2.0,67.0,2
735,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
736,Haralur Road,1810.0,3.0,100.0,3
737,Indira Nagar,1200.0,2.0,93.0,2
738,Harlur,1033.0,2.0,49.0,2
739,ITPL,1548.0,3.0,89.5,3
740,Horamavu Banaswadi,1611.0,3.0,66.0,3
741,Vidyaranyapura,1485.0,2.0,67.0,3
742,Margondanahalli,2400.0,2.0,82.0,2
743,Pattandur Agrahara,1025.0,2.0,44.5,2
744,Other,1225.0,2.0,53.0,2
745,5th Phase JP Nagar,1256.0,2.0,62.8,2
746,Whitefield,2268.0,3.0,163.0,4
747,Kanakpura Road,1100.0,3.0,53.0,3
748,Other,1141.0,2.0,62.0,2
749,Attibele,400.0,1.0,12.0,1
750,Chandapura,1400.0,2.0,60.0,2
751,Other,1175.0,2.0,48.27,2
752,Sahakara Nagar,1100.0,2.0,56.0,2
753,Kanakpura Road,1843.0,3.0,95.84,3
754,Horamavu Banaswadi,1460.0,2.0,80.5,2
755,Rachenahalli,1530.0,2.0,74.5,3
756,HSR Layout,1467.0,2.0,55.0,2
757,Other,950.0,1.0,40.0,1
758,Vittasandra,1246.0,2.0,64.5,2
759,Kanakapura,711.0,1.0,38.0,1
760,Haralur Road,1194.0,2.0,46.0,2
761,Babusapalaya,1358.0,2.0,43.4,3
762,Hoodi,1420.0,2.0,75.0,2
763,Kathriguppe,1250.0,2.0,68.75,3
764,Akshaya Nagar,1280.0,2.0,58.0,2
765,Other,1209.0,2.0,50.0,2
766,Other,4200.0,5.0,225.0,5
767,Panathur,1315.0,2.0,54.8,3
768,Other,1800.0,3.0,90.0,3
769,Other,1600.0,4.0,125.0,5
770,TC Palaya,1600.0,2.0,65.0,3
771,Other,1563.0,3.0,52.0,3
772,Whitefield,1560.0,2.0,72.0,3
773,Rachenahalli,1050.0,2.0,55.5,2
774,Iblur Village,3235.0,3.0,235.0,3
775,TC Palaya,1200.0,3.0,66.0,3
776,HSR Layout,1140.0,2.0,46.0,2
777,Horamavu Agara,1560.0,3.0,75.0,3
778,JP Nagar,1100.0,2.0,70.0,2
779,Kasavanhalli,1260.0,2.0,40.32,3
780,Hebbal,1036.0,2.0,50.0,2
781,Akshaya Nagar,1662.0,3.0,85.1,3
782,Yelachenahalli,1464.0,2.0,105.0,3
783,Yelahanka,1234.0,2.0,80.0,2
784,Sarjapur  Road,1403.0,3.0,55.0,3
785,Seegehalli,1150.0,2.0,42.9,3
786,Kanakapura,929.0,2.0,46.0,2
787,TC Palaya,1350.0,2.0,75.0,3
788,Vasanthapura,1135.0,2.0,39.73,2
789,Other,1405.0,2.0,70.0,2
790,Whitefield,1200.0,2.0,45.84,2
791,Haralur Road,2805.0,4.0,154.0,4
792,Yeshwanthpur,1161.0,2.0,64.08,2
793,Kanakpura Road,1290.0,2.0,74.0,2
794,Yeshwanthpur,2557.0,3.0,141.0,3
795,Other,1480.0,3.0,90.0,3
796,Old Madras Road,1350.0,3.0,54.54,3
797,Kadugodi,1580.0,2.0,65.0,3
798,Banashankari,1470.0,2.0,88.64,3
799,Sarjapur  Road,1346.0,2.0,61.92,2
800,Other,1600.0,3.0,90.0,3
801,Channasandra,1340.0,2.0,48.33,3
802,Jigani,918.0,2.0,48.0,2
803,Other,1500.0,3.0,115.0,3
804,Yelahanka,1315.0,2.0,85.0,2
805,Uttarahalli,1390.0,2.0,62.55,3
806,Uttarahalli,1330.0,2.0,56.0,3
807,Other,1824.0,3.0,125.0,3
808,7th Phase JP Nagar,1420.0,2.0,96.0,3
809,Other,750.0,1.0,56.25,1
810,Jalahalli East,1260.0,2.0,60.0,3
811,Hennur Road,1561.0,3.0,95.0,3
812,Other,1060.0,2.0,42.0,2
813,Haralur Road,1225.0,2.0,67.38,2
814,Thanisandra,2144.0,3.0,135.0,3
815,Electronic City,880.0,2.0,29.0,2
816,Hoodi,1639.0,3.0,110.0,3
817,Thanisandra,1240.0,2.0,62.0,3
818,Kanakpura Road,1500.0,2.0,69.0,2
819,Haralur Road,1243.0,2.0,46.0,2
820,Marathahalli,1575.0,3.0,78.0,3
821,Haralur Road,1027.0,2.0,44.0,2
822,Kambipura,1082.0,2.0,56.0,3
823,Konanakunte,1637.0,3.0,73.0,3
824,Kanakpura Road,1665.0,3.0,86.58,3
825,Electronic City,1265.0,2.0,56.93,2
826,Electronic City,1691.0,2.0,102.0,3
827,Thanisandra,1100.0,2.0,38.0,2
828,Other,1500.0,3.0,62.0,3
829,Choodasandra,1115.0,2.0,50.0,2
830,Mysore Road,1070.0,2.0,45.0,2
831,Budigere,1162.0,2.0,57.0,2
832,Other,1339.0,2.0,55.0,2
833,Mahadevpura,1192.0,2.0,75.0,2
834,Haralur Road,1920.0,3.0,115.0,3
835,Hennur,1255.0,2.0,52.32,2
836,Other,1600.0,3.0,75.0,3
837,Other,1225.0,2.0,55.11,2
838,Kasturi Nagar,1570.0,3.0,80.0,3
839,Thanisandra,1093.0,2.0,70.0,2
840,Basaveshwara Nagar,1865.0,3.0,145.0,3
841,Kaikondrahalli,1039.0,2.0,80.0,2
842,Vittasandra,1246.0,2.0,64.5,2
843,Whitefield,1985.0,3.0,75.0,3
844,Hosakerehalli,1590.0,3.0,49.0,3
845,Electronic City Phase II,775.0,2.0,38.0,2
846,Other,1000.0,2.0,50.0,2
847,Bommasandra,1035.0,2.0,41.0,2
848,Dasarahalli,1520.0,2.0,75.0,3
849,Whitefield,1360.0,2.0,95.0,2
850,Kodigehaali,1117.0,2.0,56.0,2
851,EPIP Zone,1330.0,2.0,92.5,2
852,Electronic City,1128.0,2.0,65.49,2
853,Neeladri Nagar,1053.0,2.0,45.0,2
854,Panathur,1198.0,2.0,77.0,2
855,Marathahalli,1152.0,2.0,56.0,2
856,Frazer Town,1625.0,2.0,75.0,2
857,Kundalahalli,1397.0,3.0,105.0,3
858,Kambipura,883.0,2.0,45.0,2
859,Kaggalipura,700.0,1.0,38.0,1
860,Yelahanka,1170.0,2.0,62.5,2
861,Kanakpura Road,1200.0,2.0,42.0,3
862,Other,2400.0,3.0,170.0,3
863,Other,1480.0,2.0,65.0,2
864,Akshaya Nagar,1897.0,3.0,120.0,3
865,Rachenahalli,996.0,2.0,67.0,2
866,Haralur Road,1875.0,3.0,110.0,3
867,Other,1500.0,2.0,98.0,3
868,Yelahanka,1450.0,3.0,65.255,3
869,Yelahanka,697.0,1.0,45.0,1
870,Sarjapur  Road,710.0,1.0,27.0,1
871,Other,910.0,2.0,30.5,2
872,Sompura,1025.0,2.0,48.0,3
873,Magadi Road,1000.0,2.0,46.5,2
874,Horamavu Agara,1453.0,2.0,46.48,3
875,Thanisandra,971.5,2.0,36.435,2
876,Bellandur,1281.0,2.0,74.0,2
877,Cooke Town,565.0,1.0,35.0,1
878,Varthur,1024.0,2.0,42.0,2
879,Electronic City,1620.0,3.0,62.0,3
880,Whitefield,1254.0,2.0,40.0,2
881,Banashankari,1300.0,2.0,75.0,3
882,Doddakallasandra,1233.0,2.0,43.0,2
883,Hosur Road,1510.0,2.0,105.0,3
884,Kaggalipura,950.0,2.0,65.0,2
885,Battarahalli,1945.0,3.0,97.42,3
886,Uttarahalli,1008.0,2.0,45.0,2
887,Thanisandra,1265.0,2.0,79.0,3
888,Hebbal,1255.0,2.0,77.68,3
889,Yelenahalli,1200.0,2.0,46.17,2
890,Sarjapur  Road,1403.0,3.0,51.63,3
891,Kudlu Gate,1535.0,3.0,85.0,3
892,Other,1500.0,3.0,100.0,3
893,Uttarahalli,1390.0,2.0,60.47,3
894,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
895,Other,1133.0,2.0,55.0,2
896,Other,2900.0,5.0,90.0,5
897,Kogilu,1170.0,2.0,51.99,2
898,Whitefield,1697.0,3.0,94.79,3
899,Thanisandra,1651.0,3.0,97.38,3
900,Hennur Road,1192.0,2.0,60.0,3
901,OMBR Layout,1078.0,2.0,65.0,2
902,Kasavanhalli,1349.0,2.0,78.0,2
903,7th Phase JP Nagar,1680.0,3.0,120.0,3
904,Rayasandra,1314.0,2.0,63.0,3
905,Garudachar Palya,1060.0,2.0,48.7,2
906,Kalyan nagar,820.0,2.0,39.0,2
907,BEML Layout,2000.0,3.0,85.0,3
908,Other,856.0,2.0,40.0,2
909,ITPL,1200.0,3.0,68.4,3
910,Bannerghatta Road,1484.0,3.0,52.5,3
911,Other,14000.0,3.0,800.0,4
912,Yelahanka New Town,500.0,1.0,20.0,1
913,Other,485.0,1.0,15.0,1
914,7th Phase JP Nagar,1050.0,2.0,42.0,2
915,Uttarahalli,1617.0,3.0,66.68,3
916,Other,1384.0,3.0,62.28,3
917,Devanahalli,1408.0,2.0,85.0,2
918,Uttarahalli,1150.0,2.0,49.0,2
919,Akshaya Nagar,1410.0,2.0,75.0,3
920,Kaggadasapura,2150.0,4.0,100.0,4
921,Other,1508.0,3.0,70.25,3
922,Ramamurthy Nagar,1040.0,2.0,50.0,2
923,TC Palaya,1240.0,2.0,60.0,2
924,Kudlu Gate,1535.0,3.0,78.0,3
925,Lakshminarayana Pura,1180.0,2.0,75.0,2
926,Abbigere,2200.0,6.0,68.0,6
927,Bannerghatta Road,1400.0,2.0,78.0,2
928,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
929,Sarjapur  Road,1035.0,2.0,45.0,2
930,Other,2150.0,4.0,80.0,4
931,Whitefield,1700.0,3.0,115.0,3
932,Tumkur Road,1586.0,3.0,100.0,3
933,Hennur,2264.0,2.0,155.0,3
934,Chikka Tirupathi,2325.0,4.0,120.0,4
935,Yelahanka,1120.0,2.0,55.0,2
936,Yelahanka,1662.0,2.0,67.98,3
937,Sarjapur  Road,1128.0,2.0,59.0,2
938,Jigani,924.0,2.0,65.0,2
939,Other,1600.0,3.0,52.0,3
940,Pai Layout,1006.0,2.0,35.0,2
941,Amruthahalli,1200.0,2.0,55.0,2
942,Other,1250.0,2.0,62.0,2
943,Kannamangala,957.0,2.0,56.0,2
944,Whitefield,1140.0,2.0,41.0,2
945,Other,1050.0,2.0,67.0,2
946,Kasturi Nagar,1565.0,3.0,88.5,3
947,Whitefield,1190.0,2.0,57.0,2
948,Whitefield,2842.0,3.0,162.0,3
949,Kanakpura Road,1558.67,2.0,65.0,3
950,Electronics City Phase 1,630.0,1.0,39.0,1
951,Whitefield,1403.0,2.0,60.81,3
952,Kanakpura Road,1542.0,2.0,85.0,3
953,Kengeri Satellite Town,1635.0,2.0,78.0,3
954,Mysore Road,1239.0,2.0,53.0,2
955,Haralur Road,1194.0,2.0,47.0,2
956,Other,1596.0,3.0,105.0,3
957,Channasandra,1009.0,2.0,38.34,2
958,Hosa Road,1726.0,3.0,81.99,3
959,Kudlu Gate,1535.0,3.0,86.0,3
960,Banashankari Stage V,1300.0,2.0,58.5,3
961,Other,1800.0,3.0,80.0,3
962,Binny Pete,665.0,1.0,50.75,1
963,TC Palaya,1500.0,2.0,100.0,3
964,Other,925.0,2.0,48.0,2
965,Old Airport Road,3356.0,4.0,251.0,4
966,Other,1395.0,2.0,63.59,2
967,Sonnenahalli,1415.0,2.0,55.0,3
968,Begur,1419.0,2.0,59.0,3
969,Kasavanhalli,1121.0,2.0,78.0,2
970,Kambipura,1082.0,2.0,45.0,3
971,KR Puram,1100.0,2.0,47.0,2
972,Hoodi,1606.0,3.0,89.55,3
973,Billekahalli,1650.0,3.0,88.0,3
974,Old Airport Road,1206.0,2.0,75.0,2
975,Sarjapur  Road,1495.0,2.0,64.0,3
976,Balagere,1210.0,2.0,72.0,2
977,Nagarbhavi,1523.0,2.0,53.4,3
978,Whitefield,1232.0,2.0,45.0,2
979,Rachenahalli,680.0,1.0,44.0,1
980,Hebbal,1355.0,3.0,83.87,3
981,Thanisandra,1430.0,2.0,51.46,3
982,Kothannur,1275.0,2.0,43.85,3
983,Electronic City,1070.0,2.0,56.1,2
984,Other,1200.0,3.0,85.0,3
985,Electronic City,2000.0,4.0,120.0,4
986,Bommanahalli,1200.0,2.0,40.0,2
987,Marathahalli,1610.0,3.0,90.0,3
988,Haralur Road,1140.0,2.0,43.0,2
989,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
990,Rachenahalli,1530.0,2.0,74.4,3
991,7th Phase JP Nagar,980.0,2.0,69.0,2
992,Whitefield,1485.0,3.0,65.0,3
993,Whitefield,1280.0,2.0,75.0,2
994,Thanisandra,1265.0,2.0,85.0,2
995,Other,1132.0,2.0,67.0,2
996,Other,1262.0,2.0,63.0,2
997,JP Nagar,940.0,2.0,49.0,2
998,Other,1515.0,3.0,88.0,3
999,Kothanur,1840.0,3.0,69.0,3
1000,Electronic City,890.0,2.0,45.0,2
1001,Other,1655.0,3.0,86.06,3
1002,Hennur Road,2060.0,3.0,149.0,3
1003,Bommanahalli,1730.0,3.0,96.0,3
1004,Kathriguppe,1650.0,3.0,125.0,3
1005,KR Puram,1200.0,2.0,71.0,2
1006,Hosa Road,1079.0,2.0,32.37,2
1007,Panathur,1085.0,2.0,36.0,2
1008,Yelahanka,1075.0,2.0,51.5,2
1009,Other,1380.0,2.0,80.0,2
1010,Other,1450.0,3.0,65.0,3
1011,Thubarahalli,1200.0,2.0,78.0,2
1012,Hoodi,1639.0,3.0,98.32,3
1013,Other,1200.0,2.0,54.0,2
1014,Vijayanagar,1739.0,3.0,116.0,3
1015,Old Madras Road,935.0,2.0,32.72,2
1016,Thanisandra,510.0,1.0,25.25,1
1017,Other,1178.0,2.0,47.0,2
1018,Chikkalasandra,1375.0,2.0,50.0,3
1019,Chandapura,1065.0,2.0,33.0,3
1020,2nd Phase Judicial Layout,1450.0,2.0,50.75,3
1021,BEML Layout,999.0,2.0,45.0,2
1022,Kothannur,1100.0,2.0,40.0,2
1023,Hoodi,2090.0,4.0,95.1,4
1024,Lingadheeranahalli,1519.0,3.0,93.0,3
1025,Dommasandra,1267.0,3.0,56.0,3
1026,Sanjay nagar,1150.0,2.0,72.2,2
1027,Marathahalli,1146.0,2.0,70.0,2
1028,Kannamangala,1550.0,3.0,65.0,3
1029,Electronics City Phase 1,785.0,1.0,55.0,1
1030,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
1031,Bellandur,921.0,2.0,40.0,2
1032,Bannerghatta Road,2700.0,5.0,158.0,5
1033,Sarjapur  Road,1700.0,3.0,110.0,3
1034,Sarjapur,1020.0,2.0,35.0,2
1035,Billekahalli,1090.0,2.0,52.0,2
1036,Haralur Road,1027.0,2.0,44.0,2
1037,Thanisandra,1185.0,2.0,42.1,2
1038,Doddathoguru,850.0,2.0,25.0,2
1039,Harlur,1197.0,2.0,84.0,2
1040,Poorna Pragna Layout,920.0,2.0,39.55,2
1041,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2
1042,Yeshwanthpur,1850.0,3.0,100.0,3
1043,Judicial Layout,1300.0,3.0,64.0,3
1044,Other,1595.0,3.0,76.0,3
1045,Horamavu Agara,755.0,2.0,37.49,2
1046,Nagasandra,4050.0,5.0,140.0,5
1047,Kanakpura Road,1300.0,2.0,69.0,3
1048,Bannerghatta Road,1215.0,2.0,50.0,2
1049,Kanakpura Road,900.0,2.0,46.0,2
1050,Banashankari Stage III,1145.0,2.0,58.4,2
1051,Other,1093.0,2.0,65.0,2
1052,Babusapalaya,1213.0,2.0,41.39,3
1053,Bannerghatta Road,1654.0,3.0,100.0,3
1054,NGR Layout,1105.0,2.0,52.48,2
1055,Babusapalaya,1611.0,2.0,66.0,3
1056,Other,1367.0,2.0,62.0,2
1057,Devanahalli,1010.0,2.0,51.0,2
1058,Other,1535.0,3.0,95.0,3
1059,Anekal,620.0,2.0,22.0,2
1060,Horamavu Agara,982.0,2.0,47.65,2
1061,Whitefield,1330.0,2.0,71.0,2
1062,JP Nagar,2500.0,3.0,135.0,3
1063,Poorna Pragna Layout,1475.0,2.0,58.99,3
1064,Bhoganhalli,1410.0,3.0,65.0,3
1065,Yelahanka New Town,440.0,1.0,16.5,1
1066,Yelahanka,1614.0,3.0,95.0,3
1067,Neeladri Nagar,1363.0,2.0,68.0,2
1068,Kogilu,650.0,2.0,28.0,2
1069,Other,1015.0,2.0,45.0,2
1070,Horamavu Banaswadi,1156.0,2.0,46.0,2
1071,Other,1100.0,2.0,62.7,2
1072,KR Puram,1455.0,3.0,46.0,3
1073,Other,930.0,2.0,45.0,2
1074,Other,1650.0,2.0,80.0,3
1075,KR Puram,1200.0,2.0,90.0,2
1076,Karuna Nagar,2900.0,3.0,135.0,4
1077,Other,1240.0,2.0,46.0,3
1078,HRBR Layout,1440.0,2.0,98.0,2
1079,Kodichikkanahalli,650.0,1.0,38.0,1
1080,Budigere,764.0,1.0,32.0,1
1081,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3
1082,Hoodi,1445.0,3.0,65.0,3
1083,Kanakpura Road,900.0,1.0,45.0,2
1084,Singasandra,1030.0,2.0,55.0,2
1085,Yelahanka,1381.0,2.0,52.48,3
1086,Other,1100.0,2.0,60.0,2
1087,Hoodi,1575.0,3.0,66.39,3
1088,Thigalarapalya,1200.0,2.0,65.0,2
1089,Begur Road,1200.0,2.0,43.2,2
1090,Kasturi Nagar,1080.0,2.0,80.0,2
1091,Akshaya Nagar,1360.0,2.0,85.0,3
1092,Jakkur,1865.0,3.0,124.0,3
1093,Sarjapur  Road,1157.0,2.0,75.0,3
1094,Kammasandra,674.0,2.0,29.0,2
1095,Whitefield,1405.0,2.0,78.0,3
1096,Begur Road,1160.0,2.0,44.08,2
1097,Hebbal,1790.0,3.0,127.0,3
1098,Electronic City,1128.0,2.0,65.65,2
1099,Panathur,1180.0,2.0,70.0,2
1100,Other,1450.0,2.0,85.0,3
1101,Kengeri,340.0,1.0,10.0,1
1102,Rachenahalli,1050.0,2.0,53.5,2
1103,Varthur,1125.0,2.0,40.0,2
1104,Vittasandra,1246.0,2.0,68.0,2
1105,HSR Layout,1372.0,2.0,61.0,2
1106,Uttarahalli,1330.0,2.0,56.0,3
1107,Dasarahalli,1300.0,2.0,55.0,2
1108,Channasandra,1065.0,2.0,35.0,2
1109,Other,700.0,2.0,27.0,2
1110,Hebbal,687.325,2.0,42.72,2
1111,Other,1050.0,2.0,45.0,2
1112,Other,1250.0,3.0,39.5,3
1113,Electronic City,865.0,2.0,42.0,2
1114,Uttarahalli,1200.0,2.0,44.0,2
1115,Other,1756.0,3.0,100.0,3
1116,Yelahanka,628.0,1.0,24.0,1
1117,5th Phase JP Nagar,1207.0,2.0,63.0,2
1118,Kalena Agrahara,1765.0,3.0,125.0,3
1119,Other,1532.0,3.0,92.0,3
1120,Other,1650.0,3.0,110.0,3
1121,Doddathoguru,1200.0,2.0,75.0,2
1122,Kengeri,1197.0,2.0,50.0,2
1123,Other,1200.0,2.0,66.0,2
1124,Uttarahalli,1385.0,2.0,48.48,3
1125,Whitefield,2225.0,3.0,115.0,3
1126,Other,1180.0,2.0,48.0,2
1127,Other,1435.0,3.0,70.0,3
1128,Attibele,400.0,1.0,14.0,1
1129,Dommasandra,1200.0,2.0,50.0,2
1130,Whitefield,1272.0,2.0,95.05,2
1131,Whitefield,1205.0,2.0,39.0,2
1132,Kalena Agrahara,980.0,2.0,40.0,2
1133,Malleshpalya,1225.0,2.0,46.86,2
1134,Whitefield,1541.0,3.0,72.0,3
1135,Ramagondanahalli,1610.0,2.0,111.0,3
1136,Jalahalli,1694.0,2.0,125.0,2
1137,Kaggalipura,950.0,2.0,39.0,2
1138,Other,1560.0,2.0,66.0,3
1139,Chandapura,1500.0,2.0,60.0,2
1140,Malleshpalya,1785.0,3.0,75.0,3
1141,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2
1142,Electronic City,910.0,2.0,42.0,2
1143,Kundalahalli,1291.0,2.0,49.0,2
1144,Other,1070.0,2.0,42.0,2
1145,Varthur,1012.0,2.0,66.5,2
1146,Mahadevpura,1260.0,2.0,57.6,2
1147,Sarjapur  Road,1282.0,2.0,72.0,2
1148,Kanakpura Road,1843.0,3.0,92.15,3
1149,Chikka Tirupathi,3356.0,5.0,105.0,5
1150,EPIP Zone,1330.0,2.0,86.98,2
1151,Konanakunte,1400.0,2.0,73.0,3
1152,Whitefield,1192.0,2.0,71.0,2
1153,Vijayanagar,1490.0,3.0,100.0,3
1154,Rayasandra,1373.0,3.0,72.0,3
1155,7th Phase JP Nagar,1035.0,2.0,41.39,2
1156,Kadugodi,3750.0,4.0,210.0,4
1157,Doddakallasandra,1010.0,2.0,40.39,2
1158,Sarjapur,1195.0,2.0,42.0,2
1159,HSR Layout,1750.0,3.0,95.0,3
1160,Malleshpalya,1052.0,2.0,50.0,2
1161,Horamavu Banaswadi,1180.0,2.0,58.0,2
